2018-01-01 00:28:20.352,4,101.527297,28.80,32.0
2018-01-01 00:29:27.639,4,101.243110,28.87,33.0
2018-01-01 00:29:27.639,2,0.243164062,-0.113769531,0.877929687,38.085937500,13.061523437,-6.958007812
2018-01-01 00:29:27.639,3,-0.930837273,0.012135772,0.111606776,-0.347762584
2018-01-01 00:29:27.645,2,0.233886718,-0.103515625,0.886718750,45.288085937,13.610839843,-5.004882812
2018-01-01 00:29:27.645,3,-0.930983603,0.010463156,0.110546432,-0.347763895
2018-01-01 00:29:27.650,2,0.233886718,-0.036621093,0.969238281,52.001953125,14.953613281,-2.563476562
2018-01-01 00:29:27.650,3,-0.931118011,0.008368452,0.109210744,-0.347882509
2018-01-01 00:29:27.654,4,101.745223,28.87,33.0
2018-01-01 00:29:27.655,2,0.213378906,-0.059082031,0.962402343,53.527832031,12.512207031,1.831054687
2018-01-01 00:29:27.655,3,-0.931168198,0.006279056,0.107916235,-0.348196059
2018-01-01 00:29:27.660,2,0.247070312,-0.036132812,1.031250000,66.955566406,5.920410156,2.746582031
2018-01-01 00:29:27.660,3,-0.931169688,0.003469675,0.106717631,-0.348600685
2018-01-01 00:29:27.665,2,0.212402343,-0.023925781,0.984863281,68.298339843,13.610839843,0.488281250
2018-01-01 00:29:27.665,3,-0.931238174,0.000724632,0.105119451,-0.348919689
2018-01-01 00:29:27.669,2,0.184082031,-0.028808593,1.025878906,69.458007812,19.409179687,0.793457031
2018-01-01 00:29:27.669,3,-0.931325376,-0.001916493,0.103175230,-0.349262416
2018-01-01 00:29:27.670,4,101.318588,28.87,33.0
2018-01-01 00:29:27.674,2,0.162597656,-0.021484375,1.055664062,71.166992187,20.935058593,2.197265625
2018-01-01 00:29:27.674,3,-0.931394398,-0.004573922,0.101063564,-0.349671036
2018-01-01 00:29:27.679,2,0.155761718,-0.040039062,1.070312500,69.458007812,21.911621093,0.183105468
2018-01-01 00:29:27.679,3,-0.931486010,-0.007078623,0.098936468,-0.349993437
2018-01-01 00:29:27.684,2,0.193359375,-0.045898437,1.052734375,65.368652343,22.949218750,-4.760742187
2018-01-01 00:29:27.684,3,-0.931636869,-0.009425539,0.096960455,-0.350089550
2018-01-01 00:29:27.685,4,101.963378,28.87,33.0
2018-01-01 00:29:27.690,2,0.204589843,-0.034179687,1.067871093,60.791015625,22.521972656,-8.056640625
2018-01-01 00:29:27.690,3,-0.931827604,-0.011636877,0.095102004,-0.350025117
2018-01-01 00:29:27.694,1,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.001000000,-544967.187500000
2018-01-01 00:29:27.695,2,0.223632812,-0.018066406,1.082031250,54.992675781,21.240234375,-7.690429687
2018-01-01 00:29:27.695,3,-0.932000517,-0.013683658,0.093424350,-0.349942535
2018-01-01 00:29:27.700,2,0.205078125,-0.012695312,1.071777343,46.875000000,19.226074218,-5.004882812
2018-01-01 00:29:27.700,3,-0.932126820,-0.015408493,0.091912932,-0.349934756
2018-01-01 00:29:27.701,4,101.423004,28.87,33.0
2018-01-01 00:29:27.705,2,0.191406250,-0.002929687,1.039062500,38.208007812,16.174316406,-2.075195312
2018-01-01 00:29:27.705,3,-0.932199895,-0.016822662,0.090636856,-0.350007861
2018-01-01 00:29:27.709,2,0.148437500,0.012695312,1.048339843,28.747558593,11.840820312,0.000000000
2018-01-01 00:29:27.709,3,-0.932241499,-0.017900958,0.089545227,-0.350124239
2018-01-01 00:29:27.714,2,0.119628906,-0.006347656,0.968261718,18.310546875,5.493164062,1.892089843
2018-01-01 00:29:27.714,3,-0.932236075,-0.018564373,0.088849566,-0.350281357
2018-01-01 00:29:27.716,4,101.707313,28.87,33.0
2018-01-01 00:29:27.719,2,0.155273437,0.029296875,0.996582031,9.460449218,-4.028320312,4.577636718
2018-01-01 00:29:27.719,3,-0.932156860,-0.019130032,0.088723406,-0.350493729
2018-01-01 00:29:27.724,2,0.147460937,0.008789062,0.993164062,6.530761718,-11.047363281,2.441406250
2018-01-01 00:29:27.724,3,-0.932084202,-0.019634153,0.088929884,-0.350606769
2018-01-01 00:29:27.729,2,0.171875000,0.013183593,1.002441406,2.746582031,-13.244628906,-0.915527343
2018-01-01 00:29:27.730,3,-0.932052671,-0.020062390,0.089335173,-0.350563406
2018-01-01 00:29:27.732,4,101.280845,28.87,33.0
2018-01-01 00:29:27.735,2,0.193359375,0.013671875,0.980957031,-0.793457031,-11.718750000,-3.784179687
2018-01-01 00:29:27.735,3,-0.932067811,-0.020358406,0.089800409,-0.350386917
2018-01-01 00:29:27.740,2,0.186523437,0.005859375,0.957031250,-2.929687500,-8.850097656,-5.065917968
2018-01-01 00:29:27.740,3,-0.932114839,-0.020503371,0.090185716,-0.350154459
2018-01-01 00:29:27.745,2,0.144531250,0.021972656,0.944335937,-2.502441406,-6.713867187,-4.028320312
2018-01-01 00:29:27.745,3,-0.932165503,-0.020629011,0.090351536,-0.349969208
2018-01-01 00:29:27.747,4,101.527297,28.87,33.0
2018-01-01 00:29:27.750,2,0.137695312,0.020019531,0.921875000,-2.624511718,-7.446289062,-0.732421875
2018-01-01 00:29:27.750,3,-0.932164371,-0.020737383,0.090536199,-0.349918216
2018-01-01 00:29:27.754,2,0.117187500,-0.007812500,0.937011718,-1.586914062,-9.826660156,0.122070312
2018-01-01 00:29:27.754,3,-0.932142019,-0.020817968,0.090765178,-0.349913865
2018-01-01 00:29:27.759,2,0.141113281,-0.019531250,0.957519531,0.244140625,-11.047363281,-2.441406250
2018-01-01 00:29:27.759,3,-0.932145714,-0.020985748,0.091077394,-0.349812567
2018-01-01 00:29:27.762,4,101.991615,28.87,33.0
2018-01-01 00:29:27.764,2,0.148925781,0.002929687,0.981933593,3.295898437,-9.277343750,-3.906250000
2018-01-01 00:29:27.764,3,-0.932178020,-0.021319411,0.091259405,-0.349659115
2018-01-01 00:29:27.769,2,0.189941406,-0.022460937,0.965332031,5.432128906,-5.249023437,-3.601074218
2018-01-01 00:29:27.769,3,-0.932205438,-0.021656401,0.091391138,-0.349530845
2018-01-01 00:29:27.775,2,0.214843750,-0.043945312,0.949707031,7.751464843,-2.746582031,-5.554199218
2018-01-01 00:29:27.775,3,-0.932259559,-0.022017978,0.091495640,-0.349336355
2018-01-01 00:29:27.778,4,101.280845,28.87,33.0
2018-01-01 00:29:27.780,2,0.220214843,-0.052246093,0.963378906,10.131835937,-1.342773437,-7.263183593
2018-01-01 00:29:27.780,3,-0.932340383,-0.022436756,0.091528832,-0.349085181
2018-01-01 00:29:27.785,2,0.233398437,-0.050781250,0.949218750,12.023925781,-0.610351562,-7.385253906
2018-01-01 00:29:27.785,3,-0.932419896,-0.022936817,0.091547079,-0.348835468
2018-01-01 00:29:27.790,2,0.237304687,-0.043457031,0.971191406,12.573242187,-0.366210937,-6.408691406
2018-01-01 00:29:27.790,3,-0.932485282,-0.023473724,0.091541677,-0.348626345
2018-01-01 00:29:27.793,1,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.001000000,-544967.187500000
2018-01-01 00:29:27.793,4,101.887435,28.87,33.0
2018-01-01 00:29:27.794,2,0.243164062,-0.034667968,0.964843750,12.268066406,0.000000000,-4.760742187
2018-01-01 00:29:27.794,3,-0.932526469,-0.024013530,0.091538406,-0.348480373
2018-01-01 00:29:27.799,2,0.230468750,-0.027832031,0.961914062,11.291503906,0.183105468,-2.929687500
2018-01-01 00:29:27.799,3,-0.932545006,-0.024509295,0.091504968,-0.348405063
2018-01-01 00:29:27.804,2,0.211425781,-0.030761718,0.969238281,10.192871093,0.244140625,-1.281738281
2018-01-01 00:29:27.804,3,-0.932544708,-0.024919070,0.091432169,-0.348395794
2018-01-01 00:29:27.809,4,101.385208,28.87,33.0
2018-01-01 00:29:27.809,2,0.196289062,-0.021484375,0.977539062,9.033203125,0.000000000,-0.488281250
2018-01-01 00:29:27.809,3,-0.932537913,-0.025287628,0.091330699,-0.348414063
2018-01-01 00:29:27.814,2,0.183105468,0.002441406,0.970214843,8.117675781,-0.305175781,-0.183105468
2018-01-01 00:29:27.814,3,-0.932532429,-0.025679599,0.091190591,-0.348436802
2018-01-01 00:29:27.820,2,0.185058593,-0.004882812,0.976074218,7.751464843,-0.671386718,-0.122070312
2018-01-01 00:29:27.820,3,-0.932523965,-0.026044365,0.091077029,-0.348461776
2018-01-01 00:29:27.825,2,0.182617187,-0.009765625,0.977539062,7.568359375,-0.671386718,-0.305175781
2018-01-01 00:29:27.825,3,-0.932518482,-0.026382260,0.090965203,-0.348480492
2018-01-01 00:29:27.825,4,101.423004,28.87,33.0
2018-01-01 00:29:27.830,2,0.196289062,0.002929687,1.004394531,7.446289062,-0.183105468,-0.244140625
2018-01-01 00:29:27.830,3,-0.932513296,-0.026747096,0.090846717,-0.348497390
2018-01-01 00:29:27.834,2,0.201171875,0.003906250,1.007324218,7.385253906,0.671386718,-0.366210937
2018-01-01 00:29:27.834,3,-0.932512044,-0.027104057,0.090710178,-0.348508805
2018-01-01 00:29:27.839,2,0.201660156,-0.008789062,0.996582031,7.263183593,1.892089843,-0.305175781
2018-01-01 00:29:27.839,3,-0.932512581,-0.027401484,0.090545833,-0.348526805
2018-01-01 00:29:27.840,4,101.707313,28.89,33.0
2018-01-01 00:29:27.844,2,0.204101562,-0.000976562,0.995605468,7.141113281,3.356933593,-0.488281250
2018-01-01 00:29:27.844,3,-0.932521522,-0.027695018,0.090324692,-0.348536908
2018-01-01 00:29:27.850,2,0.210937500,-0.012695312,0.992675781,7.141113281,4.760742187,-0.488281250
2018-01-01 00:29:27.850,3,-0.932532668,-0.027939606,0.090081579,-0.348550707
2018-01-01 00:29:27.854,2,0.213378906,-0.002441406,0.979980468,7.263183593,6.286621093,-0.305175781
2018-01-01 00:29:27.854,3,-0.932546138,-0.028197538,0.089781150,-0.348571598
2018-01-01 00:29:27.856,4,101.460807,28.89,33.0
2018-01-01 00:29:27.859,2,0.203613281,-0.014648437,0.987792968,7.141113281,7.690429687,0.000000000
2018-01-01 00:29:27.859,3,-0.932561576,-0.028383467,0.089410185,-0.348610371
2018-01-01 00:29:27.865,2,0.194824218,-0.013671875,0.965332031,6.591796875,8.605957031,0.488281250
2018-01-01 00:29:27.865,3,-0.932574808,-0.028524294,0.088998749,-0.348668694
2018-01-01 00:29:27.870,2,0.184570312,-0.011718750,0.971679687,5.798339843,8.850097656,0.671386718
2018-01-01 00:29:27.870,3,-0.932589769,-0.028619658,0.088561020,-0.348732173
2018-01-01 00:29:27.871,4,101.603019,28.89,33.0
2018-01-01 00:29:27.875,2,0.171386718,-0.007324218,0.961914062,4.882812500,8.056640625,0.366210937
2018-01-01 00:29:27.875,3,-0.932610929,-0.028692100,0.088129989,-0.348779231
2018-01-01 00:29:27.879,2,0.170410156,0.000000000,0.970703125,3.906250000,6.713867187,0.000000000
2018-01-01 00:29:27.879,3,-0.932634651,-0.028762660,0.087755955,-0.348804026
2018-01-01 00:29:27.884,2,0.188476562,-0.000488281,0.958496093,2.502441406,4.699707031,-0.427246093
2018-01-01 00:29:27.884,3,-0.932653903,-0.028830494,0.087538465,-0.348801702
2018-01-01 00:29:27.886,4,101.603019,28.89,33.0
2018-01-01 00:29:27.889,2,0.171875000,0.011230468,0.943359375,1.037597656,2.685546875,-0.732421875
2018-01-01 00:29:27.889,3,-0.932675838,-0.028890930,0.087382435,-0.348777025
2018-01-01 00:29:27.894,1,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.001000000,-544967.187500000
2018-01-01 00:29:27.894,2,0.167968750,0.008789062,0.942382812,0.000000000,0.793457031,-1.037597656
2018-01-01 00:29:27.894,3,-0.932697832,-0.028926037,0.087306216,-0.348734468
2018-01-01 00:29:27.899,2,0.173339843,0.000000000,0.937011718,-1.220703125,-0.610351562,-1.464843750
